category,name,description
Electronics,Dinosaurs: The Bare Bones (Basher Basics),"Dinosaurs: The Bare Bones (Basher Basics) About the Author Simon Basher is the creator and illustrator of more than a dozen internationally best-selling books for children including the critically acclaimed Basher Science series (Physics, Chemistry, Astronomy and more), the Go! Go! Bobo books and Basher's ABC. Based in London, Basher specialises in ""graphic surrealism"" and his original artwork is regularly exhibited and sold in the UK, Europe, USA and Asia."
Electronics,Intel 8th Gen Core i3 NUC NUC8i3BEH - Barebone The First Intel NUC Mini PC Kits with a Dual-Core 8th Generation Intel Core i3 Processor The Intel NUC8i3BEH Mini PC kit with a true dual-core 8th generation Intel Core i3 processor delivers a big jump in performance compared to the previous generation Intel NUC7i3BNH kits.,Intel 8th Gen Core i3 NUC NUC8i3BEH - Barebone The First Intel NUC Mini PC Kits with a Dual-Core 8th Generation Intel Core i3 Processor The Intel NUC8i3BEH Mini PC kit with a true dual-core 8th generation Intel Core i3 processor delivers a big jump in performance compared to the previous generation Intel NUC7i3BNH kits.
Electronics,"Bryan Adams Bare Bones CD 2010 release from the Canadian rocker, an inspired collection of minimally arranged hits culled from Adams' impressive body of work spanning three decades.","Bryan Adams Bare Bones CD 2010 release from the Canadian rocker, an inspired collection of minimally arranged hits culled from Adams' impressive body of work spanning three decades. Recorded in spring of 2010 during his ""Bare Bones Tour,"" the disc captures a raw Adams, featuring only his distinctive voice and guitar, accompanied on select songs by keyboardist Gary Breit, lending a newfound appreciation and perspective to what many consider some of the most beloved songs in pop/rock music."
Electronics,"Posterhouzz Fantastic Beasts: The Crimes of Grindelwald Johnny Depp Jude Law Albus Dumbledore Ezra Miller Credence Barebone Claudia Kim Maledictus Zoë Kravitz Leta Lestrange Callum Turner Theseus Scamander Gellert Grindelwald Eddie Redmayne Katherine Waterston Queenie Goldstein Alison Sudol Dan Fogler Movie Wall Poster Creative, digitally printed high quality paper posters for your home or office.","Posterhouzz Fantastic Beasts: The Crimes of Grindelwald Johnny Depp Jude Law Albus Dumbledore Ezra Miller Credence Barebone Claudia Kim Maledictus Zoë Kravitz Leta Lestrange Callum Turner Theseus Scamander Gellert Grindelwald Eddie Redmayne Katherine Waterston Queenie Goldstein Alison Sudol Dan Fogler Movie Wall Poster Creative, digitally printed high quality paper posters for your home or office. Funny, inspiring and lovable designs to choose from."
Electronics,Aorus Gigabyte AC300W R2 ATX Mid-Tower PC Case(Black),"Aorus Gigabyte AC300W R2 ATX Mid-Tower PC Case(Black) DETACHABLE DUST FILTER PSU Shroud Design with 16.7m customizable colour options and numerous lighting effects, you could now choose the right scheme for your gaming rig through Aoros Graphics Engine."
Electronics,iBall Stella Tower Computer Case (Black),iBall Stella Tower Computer Case (Black) The Iball cabinet Stella with SMPS comes with a classy front panel with a shiny finish and top mounted USB and Audio ports for convenience.
Electronics,ANTEC P7 Gaming Micro ATX Mid Tower Computer Case (Window-Green),"ANTEC P7 Gaming Micro ATX Mid Tower Computer Case (Window-Green) Colour:WINDOW-GREEN Clear windowed side panel shows off the hard work you’ve put into your build. The front panel can be disassembled independently, for a neat and simple building experience. Space-Efficient Interior. Dust Filtration."
Electronics,Nzxt Source CA-S340W-B3 Cabinet (Black),"Nzxt Source CA-S340W-B3 Cabinet (Black) Colour:Black Expanding on the S340’s renowned durability, the S340 Elite features a tempered glass panel to showcase builds with crisp clarity. The top IO panel has been optimized with an HDMI port and additional USB ports for a streamlined VR experience."
Electronics,Cooler Master MasterCase H500P ATX Mid-Tower Case with Two 200mm RGB Fans in The Front and Tempered Glass Side Panel Cases (MCM-H500P-MGNN-S00),"Cooler Master MasterCase H500P ATX Mid-Tower Case with Two 200mm RGB Fans in The Front and Tempered Glass Side Panel Cases (MCM-H500P-MGNN-S00) Size name:MID TOWER | Colour:H500P The MasterCase H500P is a Mid-Tower with two impressive 200mm RGB fans installed in the front and space for two optional 200mm fans in the top. A PSU shroud, CPU cut out cover and additional cable covers together with the built-in vertical graphics card mounting allow you to make a clean build."
Electronics,Corsair Carbide Series 100R CC-9011075-WW Black Steel ATX Mid Tower Computer Case ATX (not Included),"Corsair Carbide Series 100R CC-9011075-WW Black Steel ATX Mid Tower Computer Case ATX (not Included) Power Supply Style name:100R The Carbide Series 100R Mid Tower case lets you hide a high-powered, killer gaming rig inside of a case that would look at home in any professional environment."
Electronics,iBall Storm Tower Computer Case (Blue),iBall Storm Tower Computer Case (Blue) Size name:Storm Cabinet Redefine your gaming experience by opting for this iBall Storm Gaming Cabinet. It has a transparent side panel along with an LED fan that makes it look appealing.
Electronics,Cooler Master K380 / Window/USB 3.0 Adequate Ventilation Hard core gamers and people who multitask for hours on end on their computer system can take a look at the Cooler Master K380 / Window / USB 3.0 Case.,Cooler Master K380 / Window/USB 3.0 Adequate Ventilation Hard core gamers and people who multitask for hours on end on their computer system can take a look at the Cooler Master K380 / Window / USB 3.0 Case. It provides fine cooling to your desktop or notebook PCs through its honeycomb and mesh vent on the front panel.
Electronics,Cooler Master Q300L MCB-Q300L-KANN-S00 Cabinet (Black),"Cooler Master Q300L MCB-Q300L-KANN-S00 Cabinet (Black) The master box q300l is your straightforward option in the line-up of the brand new master box q-series from cooler master. A series that might be small in size but excels in functionality and modularity without compromising on the thermal performance. Although the size wouldn’t tell, the master box q300l supports a standard atx push which we don’t see often in the market with this size."
Electronics,BBC 8803 Gaming Cabinet With One 3.0 USB And Side Full Acrylic Panel Without SMPS BBC 8803 is the gaming cabinet its have more space as you can see in the pictures because the HDD fitting choice in the smps place you can see in the pictures. and its have on 33 led fan in front and you can add more fan as you want to add and its have one dvd rw and 2 ssd and 2 normal hdd 3.5 inch feature . its have cable management system .,BBC 8803 Gaming Cabinet With One 3.0 USB And Side Full Acrylic Panel Without SMPS BBC 8803 is the gaming cabinet its have more space as you can see in the pictures because the HDD fitting choice in the smps place you can see in the pictures. and its have on 33 led fan in front and you can add more fan as you want to add and its have one dvd rw and 2 ssd and 2 normal hdd 3.5 inch feature . its have cable management system .
Electronics,"CHIPTRONEX C300 ATX Cabinet with SMPS (Power Supply) for ATX,Micro ATX and Mini ITX Motherboard The Chiptronex C300 ATX Cabinet is full of features that make your new system perform with real muscle.","CHIPTRONEX C300 ATX Cabinet with SMPS (Power Supply) for ATX,Micro ATX and Mini ITX Motherboard The Chiptronex C300 ATX Cabinet is full of features that make your new system perform with real muscle. This case comes with plenty of room for expansion, it supports ATX, Micro ATX and Mini ITX with three 5.25"" external, one 3.5"" external, three 3.5"" internal drive bays and one 2.5 SSD."
Electronics,Antec DF500 RGB Dark Fleet Series Gaming Mid-Tower with RGB Lighting Computer Case Eclipse your opponents with the Dark Fleet series DF500 RGB gaming mid-tower.,"Antec DF500 RGB Dark Fleet Series Gaming Mid-Tower with RGB Lighting Computer Case Eclipse your opponents with the Dark Fleet series DF500 RGB gaming mid-tower. With seven expansion slots, support for liquid cooling radiators up to 360 mm in front and 120 mm in the rear, room for graphics cards up to 380 mm, and three RGB fans, the DF500 RGB is the perfect choice for a stylish, versatile gaming system."
Electronics,"CHIPTRONEX C100 ATX Cabinet with SMPS (Power Supply) for ATX,Micro ATX and Mini ITX Motherboard The Chiptronex C100 ATX Cabinet is full of features that make your new system perform with real muscle.","CHIPTRONEX C100 ATX Cabinet with SMPS (Power Supply) for ATX,Micro ATX and Mini ITX Motherboard The Chiptronex C100 ATX Cabinet is full of features that make your new system perform with real muscle. This case comes with plenty of room for expansion, it supports ATX, Micro ATX and Mini ITX with three 5.25"" external, one 3.5"" external, three 3.5"" internal drive bays and one 2.5 SSD."
Electronics,Cooler Master MasterBox Lite 5 CPU Case (Black),"Cooler Master MasterBox Lite 5 CPU Case (Black) The MasterBox Lite 5 ATX case is your straightforward option for your PC build that doesn't ignore good looks, customization or performance. A sleek dark mirror front panel and three custom trim colors (included in the box) offer a great first entry point for customization. The spacious interior features black coating and a PSU cover that allows for easy, clean configurations for your build."
Electronics,Corsair Carbide CC-9011108-WW Windowed Mid-Tower ATX Gaming Computer Case (Black and Yellow),"Corsair Carbide CC-9011108-WW Windowed Mid-Tower ATX Gaming Computer Case (Black and Yellow) Colour:Black and Yellow The carbide series spec-04’s bold, angular, hard-edged exterior combined with excellent cooling adds bold styling with ease of assembly. The sleek, tinted window shows off a roomy interior which fits up to five 120mm fans and can accommodate massive storage configurations."
Electronics,Cooler Master MasterBox Lite 5 RGB CPU Case with Top Ventilation (Black),"Cooler Master MasterBox Lite 5 RGB CPU Case with Top Ventilation (Black) The MasterBox Lite 5 RGB is an ATX case and is your straightforward option for your PC build that doesn't ignore good looks, customization or performance. A sleek dark mirror front panel and three custom trim colors (included in the box) offer a great first entry point for customization. The spacious interior features black coating and a PSU cover that allows for easy, clean configurations for your build."
Electronics,Cooler Master MasterBox Lite 5 RGB ATX Mid-Tower with 3 RGB Fans Tempered Glass Side Panel & External Cases (MCW-L5S3-KGNN-02),"Cooler Master MasterBox Lite 5 RGB ATX Mid-Tower with 3 RGB Fans Tempered Glass Side Panel & External Cases (MCW-L5S3-KGNN-02) Size name:MID TOWER | Colour:MasterBox Lite 5 RGB The MasterBox Lite 5 RGB is your perfect entry into the PC gaming scene. Three pre-installed RGB fans behind the Dark Mirror front panel, edge-to-edge Tempered Glass side panel, customizable trim colors (black/red/white), and Dual Chamber to keep the PSU heat away and better cable management."
Electronics,"CHIPTRONEX X310B MID TOWER GAMING CABINET ATX CASE USB 3.0 RED LED FAN WITHOUT SMPS The Chiptronex X310B is a Mid tower Cabinet with excellently styled and with a black brushed aluminum effect front panel 1 x SuperSpeed USB3.0 port, 1 x Hi-Speed USB2.0 Port and HD audio ports is an ideal solution for Budget Gamer's.","CHIPTRONEX X310B MID TOWER GAMING CABINET ATX CASE USB 3.0 RED LED FAN WITHOUT SMPS The Chiptronex X310B is a Mid tower Cabinet with excellently styled and with a black brushed aluminum effect front panel 1 x SuperSpeed USB3.0 port, 1 x Hi-Speed USB2.0 Port and HD audio ports is an ideal solution for Budget Gamer's."
Electronics,Cooler Master Elite 130 Mini-ITX Computer Case,Cooler Master Elite 130 Mini-ITX Computer Case Size name:LAN Box | Colour:Black Unprecedented airflow for a Mini-ITX case. Dual Super Speed USB 3.0. Supports a 120mm radiator in the front. Supports standard length ATX PSU. Steel Mini-ITX Tower.
Electronics,Circle Stay Cool CG-12 120mm Blue LED Case Cabinet Fan,"Circle Stay Cool CG-12 120mm Blue LED Case Cabinet Fan Colour:Blue SPECIFICATION Voltage: 12V(DC) Current (Amphere): 0.15+10%A Input (Watt): 1.8 ± 10%W R.P.M: 2000RPM ± 10% Air Flow: 90CFM Air Pressure: 3.04mm H2O Noise: 19 dBA Weight: 163G Bearing Type: Hydraulic Long-life sleeve Fan life Expectancy: 50,000 hours Connector: 4-pin and 3-pin Shock proof /Screws: 4PCS LED number: 4LED Dimension: 120x120x25mm"
Electronics,Deepcool XFAN 80 mm Cooling Fan,"Deepcool XFAN 80 mm Cooling Fan Colour:Black With the Deepcool XFAN 80mm cooling fan, your personal computer will always remain cool and ventilated. Featuring a high-quality design and a low speed RPM, this fan enhances the flow of air without creating much noise. You can conveniently fix this Deepcool XFAN cooling fan on to your system to prevent overheating. The hydro bearing of this cooling fan for PC functions smoothly without creating any friction."
Electronics,Jonsbo FR-601 Solar Eclipse (White),"Jonsbo FR-601 Solar Eclipse (White) Colour:White Solar Eclipse PLUS, one of the SE series, is made by JONSBO team which is focus on light effect PC platform, with circular lighting design, its brightness is belongs to highlighted range. to maintain the natural colors transition of the monochromatic circular light without grainy light, Solar Eclipse PLUS monochrome version exaggeratedly uses 25 pieces of LED to form the luminous system."
Electronics,"Jonsbo FR-601 Solar Eclipse RGB Fan Solar Eclipse PLUS, one of the SE series, is designed by JONSBO team which is focus on light effect PC platform, With circular lighting design, its brightness is belongs to highlighted range.","Jonsbo FR-601 Solar Eclipse RGB Fan Solar Eclipse PLUS, one of the SE series, is designed by JONSBO team which is focus on light effect PC platform, With circular lighting design, its brightness is belongs to highlighted range. Solar Eclipse PLUS color version uses 15 pieces of LED to reflect the different color areas, if too many LED are used then the colors transition will not be obvious among different colors and it cannot reflect the colorful light effect too."
Electronics,Corsair Air Series SP120 LED PC Case Fan (Red),Corsair Air Series SP120 LED PC Case Fan (Red) Colour:red SP120 Fan LED Single Red
Electronics,Circle Stay Cool CG-12 120MM Red LED Case Cabinet Fan,"Circle Stay Cool CG-12 120MM Red LED Case Cabinet Fan Colour:Red Voltage: 12V(Dc) Current (Amphere): 0.15+10%A Input (Watt): 1.8 ± 10%W R.P.M: 2000Rpm ± 10% Air Flow: 90Cfm Air Pressure: 3.04Mm H2O Noise: 19 Dba Weight: 163G Bearing Type: Hydraulic Long-Life Sleeve Fan Life Expectancy: 50,000 Hours Connector: 4-Pin And 3-Pin Shock Proof /Screws: 4Pcs Led Number: 4Led Dimension: 120X120X25mm."
Electronics,Cooler Master Masterfan MF120L Blue R4-C1DS-12FB-R1,"Cooler Master Masterfan MF120L Blue R4-C1DS-12FB-R1 Colour:Blue Glossy Fan Blade - 7-blade fan with glossy coating makes the LED light uniformly transparent. Silent in Operation - Expert in noise reduction, ML120L series provides you with extreme silence while its performance doesn't overshadow."
Electronics,Circle 120 mm 15 LED Silent Cabinet Cooling Fan (Black),"Circle 120 mm 15 LED Silent Cabinet Cooling Fan (Black) Colour:Black Input (watt) : 3.36a, 10 percentw r.P.M : 1650a, 10 percentrpm air flow : 59.6cfm air pressure : 2.67mm h2o noise : 25.7 dba weight : 132g fan life expectancy : 50,000 hours bearing type : Hydraulic long-life sleeve screws: 4 connector : 4-pin and 3-pin led number : 15 led dimension : 120x120x25mm now give your computer a trendy makeover with high performing led fan and keep the 'cool' quotient high."
Electronics,MAA-KU DC Axial Case Cooling Fan.,"MAA-KU DC Axial Case Cooling Fan. Size : 3.15"" inches (8x8x2.5cm), (80x80x25mm), Supply Voltage : 12VDC (Black) DC AXIAL COOLING FAN Axial fans blow air along the axis of the fan, or parallel to the track of the blade axis."
Electronics,Cooler Master Silent 120 SI2 (4 in 1),"Cooler Master Silent 120 SI2 (4 in 1) Cooling Fan (R4-S2S-124K-GP) Size name:120mm Case cooling is becoming more essential these days. The better airflow inside your system, the cooler and more stable system you will get. Higher air flow to enhance cooling performance. Ultra silent operation at 19 dBA. Economic solution for perfect performance. RoHS compliance for protecting the environment."
Electronics,MAA-KU DC Axial Case Cooling Fan.,"MAA-KU DC Axial Case Cooling Fan. SIZE : 3.65"" inches (9.2x9.2x2.5cm), (92x92x25mm), SUPPLY VOLTAGE : 12VDC, Material : Plastic P.B.T, Color : Black."
Electronics,Cooler Master 120MM SickleFlow X Led Fan (Colors may vary),"Cooler Master 120MM SickleFlow X Led Fan (Colors may vary) Colour:Colors may vary 4th Generation Bearing - MTBF of 160,000 hours thanks to highly durable POM components. Smart Fan engine - stops the fan when blocked to prevent damage, and automatically restarts the fan when it has been cleared."
Electronics,"Antec Prizm 120 RGB Case Fan Radiator with Asus Aura Sync & MSI Mystic Light Sync The Prizm RGB case fan features a dual-ring aperture design, which allows you to display RGB effects on both sides of the assembly.","Antec Prizm 120 RGB Case Fan Radiator with Asus Aura Sync & MSI Mystic Light Sync The Prizm RGB case fan features a dual-ring aperture design, which allows you to display RGB effects on both sides of the assembly. The Prizm RGB fan combines efficiency, high performance and great build quality to give you unparalleled customization and optimal thermal balance. Enjoy customized RGB colors and effects through compatibility with top-end motherboard manufacturers."
Electronics,Cooler Master Sickleflowx Blue Led Cooler,"Cooler Master Sickleflowx Blue Led Cooler Colour:Blue 4th Generation Bearing - MTBF of 160,000 hours thanks to highly durable POM components. Smart Fan engine - stops the fan when blocked to prevent damage, and automatically restarts the fan when it has been cleared. Red / Blue / Green smooth LED lights provide freedom of choice to the users.c"
Electronics,"Jonsbo FR-531 RGB 120MM Case Cooling Fan with Controller ( Pack of 3 , 1300 RMP )","Jonsbo FR-531 RGB 120MM Case Cooling Fan with Controller ( Pack of 3 , 1300 RMP ) FR 531 is Jonsbo’s 120mm premium LED fan, available in 4 colours, red, blue, green and white. It has a unique blade design that can effectively remove the residual heat generated by hardware. The FR 531 fan kit comes in a set of 3 FR 531 fans. These are front facing colour changing customisable LED fans. It has a front circular design. The kit includes a fan controller that fits the PCI bracket for convenience."
Electronics,MAA-KU DC Small Axial Case Cooling Fan.,"MAA-KU DC Small Axial Case Cooling Fan. Size : 1.57"" inches (4x4x1cm), (40x40x10mm), Supply Voltage : 12VDC, Material : Plastic P.B.T, Color : Black. DC AXIAL COOLING FAN Axial fans blow air along the axis of the fan, or parallel to the track of the blade axis."
Electronics,LAPMATE Swiztek Internal Cpu Fan for Sony CS Series Featuring Swiztek Internal Cpu Fan for Sony CS Series ensuring a warranty of 30 days.,LAPMATE Swiztek Internal Cpu Fan for Sony CS Series Featuring Swiztek Internal Cpu Fan for Sony CS Series ensuring a warranty of 30 days.
Electronics,120mm Aluminum Alloy Stainless Mesh Fan Filter Dust Guard (Black),120mm Aluminum Alloy Stainless Mesh Fan Filter Dust Guard (Black) Description: aluminum filter with stainless mesh for 12cm PC Case Fan. olded Design - Provides larger surface area for dust blocking. r Metal Wires - Allows more air flow to pass through. um Filter - Super durable and easy cleaning. ust - Stainless Mesh to prevent rusting. >Specification: Color: Blackal: Aluminium AlloyApprox 120mm*120mm*2mm>Package Includes: 1X Dustproof Aluminum Stainless Mesh Fan Filter.
Electronics,Zebronics A33 775CPU Fan Rated voltage : 12VDC Rated current : 0.16A Fan speed : 2500RPMA±10% Air flow : 36.45CFM Fan size : 95 x 25 mm Bearing type : Sleeve bearing,Zebronics A33 775CPU Fan Rated voltage : 12VDC Rated current : 0.16A Fan speed : 2500RPMA±10% Air flow : 36.45CFM Fan size : 95 x 25 mm Bearing type : Sleeve bearing
Electronics,Cooler Master Hyper H410R (RR-H410-20PK-R1),"Cooler Master Hyper H410R (RR-H410-20PK-R1) Size name:H410R The hyper h410r, a new member of the longstanding hyper series, is an affordable, compact and high performance air cooler that its compact heatsink is a great match for small form factor system. With 4 heatpipes and direct contact technology, it is delivering great cooling performance that outperforms its predecessor hyper 103 in heat dissipation. The special fin design optimizes air flow toward heat pipes."
Electronics,Cooler Master Hyper 212 Led Turbo Red Cover Xtraflo 120Mm Pwm Fan with Quick-Snap Fan Bracket Design (Rr-212Tr-16Pr-R1),Cooler Master Hyper 212 Led Turbo Red Cover Xtraflo 120Mm Pwm Fan with Quick-Snap Fan Bracket Design (Rr-212Tr-16Pr-R1) Size name:4 Heat Pipes | Colour:Hyper 212 LED Turbo Red Top Hyper 212 LED Turbo is equipped with Four Direct Contact heat pipes with funnel shaped aluminum fins provide higher efficiency and excellent heat dissipation compared to generic metal bases. The dual 120mm PWM Fans with red LEDs gives the best balance between airflow and static pressure to take the heat away.
Electronics,"Antec Cpu Cooler Fan Compatible With: Intel Socket Lga 775/1150/1155/1156, Amd Socket Fm1/Fm2/Am3+/Am3/Am2+/Am2 Antec Cpu Cooler Fan Compatible With: Intel Socket Lga 775/1150/1155/1156, Amd Socket Fm1/Fm2/Am3+/Am3/Am2+/Am2.","Antec Cpu Cooler Fan Compatible With: Intel Socket Lga 775/1150/1155/1156, Amd Socket Fm1/Fm2/Am3+/Am3/Am2+/Am2 Antec Cpu Cooler Fan Compatible With: Intel Socket Lga 775/1150/1155/1156, Amd Socket Fm1/Fm2/Am3+/Am3/Am2+/Am2. Seamless Heat Pipe Fitting Cpu Technology, 9Cm High Quality Led Fan, 43*86Mm Over Sized Cooling Area And Adopt High Quality Heat Pipe For Stronger Heat Dissipation. Cpu Cooler Size: 116*80.6*122.5Mm Textures: 2*6Mm High Efficiency Copper Heat Pipe + Aluminum Fins."
Electronics,CIRCLE CG-16XB 120mm 15 LED Silent Cabinet Cooling Fan (Blue),"CIRCLE CG-16XB 120mm 15 LED Silent Cabinet Cooling Fan (Blue) Colour:Blue Input (Watt) : 3.36 ± 10percentW R.P.M : 1650 ± 10percentRPM Air Flow : 59.6CFM Air Pressure : 2.67mm H2O Noise : 25.7 dBA Weight : 132G Fan life Expectancy : 50,000 hours Bearing Type : Hydraulic Long-life sleeve Screws: 4 Connector : 4-pin and 3-pin LED number : 15 LED Dimension : 120x120x25mm Now GIVE your computer a trendy makeover with high performing LED Fan and keep the 'cool' quotient high."
Electronics,Circle 120mm 7 Colours Self Changing LED Silent Cabinet with Cooling Fan (Black),"Circle 120mm 7 Colours Self Changing LED Silent Cabinet with Cooling Fan (Black) Model : CG 16X7C Silent High Quality 7 Colour LED Fan (One Single Colour at time Self Changing no control) Now give your computer a trendy makeover with High performance 7 colour self changing LED Fan and keep the ""cool"" quotient high."
Electronics,Zebronics CPU Cooling Fan For Socket LGA 775 Cooler (Black),"Zebronics CPU Cooling Fan For Socket LGA 775 Cooler (Black) Desktop CPU Fan for socket LGA 775 motherboard. Can be usable on Pentium D, Intel Dual Core, Intel Core2 Duo"
Electronics,GTX960 4GB Independent DDR5 128Bit Gaming Video Graphics Card w/Dual Fan GTX960 4GB Independent DDR5 128Bit PCI-E 2.0 16X Gaming Video Graphics Card w/Dual Cooling Fan,"GTX960 4GB Independent DDR5 128Bit Gaming Video Graphics Card w/Dual Fan GTX960 4GB Independent DDR5 128Bit PCI-E 2.0 16X Gaming Video Graphics Card w/Dual Cooling Fan Specification: Model: GTX960 4G D5 128BIT Chip model: GTX960 4G D5 128BIT Core width: 128BIT Interface: VGA, DVI,HDMI Manufacturing process: 28NM Stream processor: 192 Memory type: GDDR5 Memory capacity: 4GB Memory interface: 128bit Interface type: PCI-E 2.0 16X Heat dissipation: double heat dissipation fan \tNote: modified card,"
Electronics,VTX3D Radeon R5 230 2GB DDR3 UEFI Graphic Card Vtx3d r5 230 2gb ddr3 uefi modelvxr5 230 2gbk3-he graphics engine radeon r5 230 video memory2gb ddr3 memory interface64bit directx.,VTX3D Radeon R5 230 2GB DDR3 UEFI Graphic Card Vtx3d r5 230 2gb ddr3 uefi modelvxr5 230 2gbk3-he graphics engine radeon r5 230 video memory2gb ddr3 memory interface64bit directx. Support11 bus standard pci express 2.1 core speed625mhz. Memory speed 500mhz x2 vga output on board tv output. Dvi output vi-d hdmi support on board displayport support. Minimum system power requirement400w uefi ready support.
Electronics,MSI GTX 750 TI 2GB DDR5 OC Edition Dual Fan Graphic Card #productDescription .aplus-3p {width: 970px} .aplus-3p ul {overflow: hidden;} .aplus-3p ul li {list-style-position: inside;} #productDescription .aplus-3p table {border-collapse: collapse !important; width: 100% !important} #productDescription .aplus-3p .one-col {width: 100%;,MSI GTX 750 TI 2GB DDR5 OC Edition Dual Fan Graphic Card #productDescription .aplus-3p {width: 970px} .aplus-3p ul {overflow: hidden;} .aplus-3p ul li {list-style-position: inside;} #productDescription .aplus-3p table {border-collapse: collapse !important; width: 100% !important} #productDescription .aplus-3p .one-col {width: 100%;
Electronics,Circle Gaming Phoenix ATX Tower Case with Transparent Side Panel Cases,"Circle Gaming Phoenix ATX Tower Case with Transparent Side Panel Cases Size name:G Phoenix Cabinet WARRANTY 3 years COLOR Black FORM FACTOR ATX, Micro ATX, Mini-ITX COMPATIBLE MOTHERBOARD ATX, Micro ATX,"
Electronics,Rrimin 40mm Square Video Card Heatsink Cooling Fan Exhaust Blower for Computer,"Rrimin 40mm Square Video Card Heatsink Cooling Fan Exhaust Blower for Computer Specification: Take I: 2.0 2pin Bearing: oil seal Voltage: 12V DC Electric current: 0.22 ± 0.02 Amp Speed: 3200 ± 10% RPM,Wind: 22.8CFM Noise: 14."
Electronics,ASUS PH-GT1030-O2G GeForce GT 1030 2GB Phoenix Fan OC Edition HDMI DVI Graphics Card,"ASUS PH-GT1030-O2G GeForce GT 1030 2GB Phoenix Fan OC Edition HDMI DVI Graphics Card Size name:GT 1030 Phoenix 2GB | Style name:PH-GT1030-O2G The ASUS GeForce GT 1030 Phoenix OC edition features a dual-ball bearing fan for superior airflow and 2X lifespan over reference. Auto-extreme manufacturing technology with Super Alloy Power II delivers premium quality and reliability. GPU Tweak II enables additional control to ensure an optimal balance between performance, cooling and noise."
Electronics,Nextron Nvidia GeForce GT 730/4GB/64-Bit DDR3 PCI Express Graphic Card/64 Bit/D-SUB(VGA)/HDCP support/192 Cuda Core/Direct X 12/Heat Sink with Fan Bus Standard PCI Express 2.0 Video Memory DDR3 4096 MB Engine Clock 700 MHz Memory Clock 1333 MHz Memory Interface 128-Bit D-Sub Max Resolution 2048 x 1536 DVI Max Resolution 2560 x 1600 D-Sub Output Yes x 1 DVI OutputYes x 1 HDMI Output Yes x 1 HDCP Support Yes Low Profile Bracket Bundled Yes (1 slots x 2),Nextron Nvidia GeForce GT 730/4GB/64-Bit DDR3 PCI Express Graphic Card/64 Bit/D-SUB(VGA)/HDCP support/192 Cuda Core/Direct X 12/Heat Sink with Fan Bus Standard PCI Express 2.0 Video Memory DDR3 4096 MB Engine Clock 700 MHz Memory Clock 1333 MHz Memory Interface 128-Bit D-Sub Max Resolution 2048 x 1536 DVI Max Resolution 2560 x 1600 D-Sub Output Yes x 1 DVI OutputYes x 1 HDMI Output Yes x 1 HDCP Support Yes Low Profile Bracket Bundled Yes (1 slots x 2) Accessories 1 x Driver CD 1 x Quick Guide.
Electronics,Asus COMPUTER INTL PH-GTX1050TI-4G PCIe Graphics Card,Asus COMPUTER INTL PH-GTX1050TI-4G PCIe Graphics Card Size name:GTX 1050 TI | Style name:PHOENIX GTX 1050 Ti 4GB (Single fan) The graphic card with a 4GB RAM size is sure to take your gaming experience to a whole new level.
Electronics,"Zibuyu 4010/2P 4Cm Mini Dc Brushless Chassis Graphics Card Cpu Cooling Fan 2Pcs 4010/2p 4cm Mini DC Brushless Chassis Graphics Card CPU Cooling Fan 40mm x 40mm x 10mm Item Specifics:Voltage: 12dvcBearing Type: Sleeve Connector: 2pin(2.0)Applicable for: CPU Fan,SB/NB FanDimension: Approx.40*40*10mm/1.57""*1.57""*0.39""Package inckuded:2 X Fan","Zibuyu 4010/2P 4Cm Mini Dc Brushless Chassis Graphics Card Cpu Cooling Fan 2Pcs 4010/2p 4cm Mini DC Brushless Chassis Graphics Card CPU Cooling Fan 40mm x 40mm x 10mm Item Specifics:Voltage: 12dvcBearing Type: Sleeve Connector: 2pin(2.0)Applicable for: CPU Fan,SB/NB FanDimension: Approx.40*40*10mm/1.57""*1.57""*0.39""Package inckuded:2 X Fan"
Electronics,Torque Traders Dc 12V 0.5A Vga Card Cooling Fan For Graphics Card Asus Gtx780 Gt Is_customized: yes model number: t129215su type: other unit type: piece package weight: 0.100kg 0.22lb.,Torque Traders Dc 12V 0.5A Vga Card Cooling Fan For Graphics Card Asus Gtx780 Gt Is_customized: yes model number: t129215su type: other unit type: piece package weight: 0.100kg 0.22lb. Package size: 25cm x 15cm x 5cm 9.84in x 5.91in x 1.97in
Electronics,ASUS GeForce GTX 1060 3GB Dual-Fan OC Edition Graphics Card (DUAL-GTX1060-O3G),ASUS GeForce GTX 1060 3GB Dual-Fan OC Edition Graphics Card (DUAL-GTX1060-O3G) Size name:Boost Clock 1809 MHz | Style name:DUAL 3GB ASUS GeForce 4GB Dual-Fan OC Edition VR Ready Dual HDMI DP 1.4 Gaming Graphics Card DUAL-GTX1060-O3G
Electronics,Electrobot Gaming LED Mid Tower Pc Desktop ((Core i5-7400/32GB/1TB/1060 6GB GDDR5)),"Electrobot Gaming LED Mid Tower Pc Desktop ((Core i5-7400/32GB/1TB/1060 6GB GDDR5)) Size name:(Core i5-7400/32GB/1TB/1060 6GB GDDR5) LED Front Fan, with Room for More The 120mm front fan is bathed in soft LED lighting and it’s oriented to draw cool air directly across graphics cards. And if you want even more ventilation, you can add a second 120mm fan or even dual 140mm fans."
